Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Housing Units with 0 Vehicles Available,Data Time Period,Geographic Vintage,Data Source
Zip Code Tabulation Area,75640,TX,75640,75640,3.69,2018-2022,2020,Census
Zip Code Tabulation Area,78374,TX,78374,78374,3.69,2018-2022,2020,Census
Zip Code Tabulation Area,79072,TX,79072,79072,3.69,2018-2022,2020,Census
Zip Code Tabulation Area,77084,TX,77084,77084,3.68,2018-2022,2020,Census
Zip Code Tabulation Area,76043,TX,76043,76043,3.67,2018-2022,2020,Census
Zip Code Tabulation Area,77085,TX,77085,77085,3.67,2018-2022,2020,Census
Zip Code Tabulation Area,75075,TX,75075,75075,3.66,2018-2022,2020,Census
Zip Code Tabulation Area,75752,TX,75752,75752,3.66,2018-2022,2020,Census
Zip Code Tabulation Area,75791,TX,75791,75791,3.66,2018-2022,2020,Census
Zip Code Tabulation Area,78730,TX,78730,78730,3.66,2018-2022,2020,Census
Zip Code Tabulation Area,78935,TX,78935,78935,3.66,2018-2022,2020,Census
Zip Code Tabulation Area,79083,TX,79083,79083,3.66,2018-2022,2020,Census
Zip Code Tabulation Area,79372,TX,79372,79372,3.66,2018-2022,2020,Census
Zip Code Tabulation Area,75074,TX,75074,75074,3.65,2018-2022,2020,Census
Zip Code Tabulation Area,78010,TX,78010,78010,3.65,2018-2022,2020,Census
Zip Code Tabulation Area,78258,TX,78258,78258,3.65,2018-2022,2020,Census
Zip Code Tabulation Area,79906,TX,79906,79906,3.64,2018-2022,2020,Census
Zip Code Tabulation Area,76656,TX,76656,76656,3.63,2018-2022,2020,Census
Zip Code Tabulation Area,77657,TX,77657,77657,3.62,2018-2022,2020,Census
Zip Code Tabulation Area,77302,TX,77302,77302,3.61,2018-2022,2020,Census
Zip Code Tabulation Area,78231,TX,78231,78231,3.61,2018-2022,2020,Census
Zip Code Tabulation Area,77515,TX,77515,77515,3.6,2018-2022,2020,Census
Zip Code Tabulation Area,78516,TX,78516,78516,3.6,2018-2022,2020,Census
Zip Code Tabulation Area,75134,TX,75134,75134,3.59,2018-2022,2020,Census
Zip Code Tabulation Area,76248,TX,76248,76248,3.58,2018-2022,2020,Census
Zip Code Tabulation Area,76455,TX,76455,76455,3.58,2018-2022,2020,Census
Zip Code Tabulation Area,77474,TX,77474,77474,3.58,2018-2022,2020,Census
Zip Code Tabulation Area,79040,TX,79040,79040,3.58,2018-2022,2020,Census
Zip Code Tabulation Area,76060,TX,76060,76060,3.57,2018-2022,2020,Census
Zip Code Tabulation Area,79257,TX,79257,79257,3.57,2018-2022,2020,Census
Zip Code Tabulation Area,77434,TX,77434,77434,3.55,2018-2022,2020,Census
Zip Code Tabulation Area,79936,TX,79936,79936,3.55,2018-2022,2020,Census
Zip Code Tabulation Area,75479,TX,75479,75479,3.54,2018-2022,2020,Census
Zip Code Tabulation Area,75116,TX,75116,75116,3.53,2018-2022,2020,Census
Zip Code Tabulation Area,75418,TX,75418,75418,3.53,2018-2022,2020,Census
Zip Code Tabulation Area,75789,TX,75789,75789,3.53,2018-2022,2020,Census
Zip Code Tabulation Area,75935,TX,75935,75935,3.52,2018-2022,2020,Census
Zip Code Tabulation Area,79086,TX,79086,79086,3.5,2018-2022,2020,Census
Zip Code Tabulation Area,79528,TX,79528,79528,3.5,2018-2022,2020,Census
Zip Code Tabulation Area,75630,TX,75630,75630,3.49,2018-2022,2020,Census
Zip Code Tabulation Area,77535,TX,77535,77535,3.49,2018-2022,2020,Census
Zip Code Tabulation Area,78101,TX,78101,78101,3.49,2018-2022,2020,Census
Zip Code Tabulation Area,76006,TX,76006,76006,3.47,2018-2022,2020,Census
Zip Code Tabulation Area,77514,TX,77514,77514,3.47,2018-2022,2020,Census
Zip Code Tabulation Area,77480,TX,77480,77480,3.46,2018-2022,2020,Census
Zip Code Tabulation Area,75449,TX,75449,75449,3.45,2018-2022,2020,Census
Zip Code Tabulation Area,75115,TX,75115,75115,3.44,2018-2022,2020,Census
Zip Code Tabulation Area,78343,TX,78343,78343,3.44,2018-2022,2020,Census
Zip Code Tabulation Area,78605,TX,78605,78605,3.44,2018-2022,2020,Census
Zip Code Tabulation Area,79510,TX,79510,79510,3.43,2018-2022,2020,Census
Zip Code Tabulation Area,78963,TX,78963,78963,3.42,2018-2022,2020,Census
Zip Code Tabulation Area,76023,TX,76023,76023,3.41,2018-2022,2020,Census
Zip Code Tabulation Area,76475,TX,76475,76475,3.41,2018-2022,2020,Census
Zip Code Tabulation Area,76671,TX,76671,76671,3.41,2018-2022,2020,Census
Zip Code Tabulation Area,79424,TX,79424,79424,3.41,2018-2022,2020,Census
Zip Code Tabulation Area,75433,TX,75433,75433,3.4,2018-2022,2020,Census
Zip Code Tabulation Area,77378,TX,77378,77378,3.4,2018-2022,2020,Census
Zip Code Tabulation Area,77523,TX,77523,77523,3.4,2018-2022,2020,Census
Zip Code Tabulation Area,78073,TX,78073,78073,3.4,2018-2022,2020,Census
Zip Code Tabulation Area,78557,TX,78557,78557,3.4,2018-2022,2020,Census
Zip Code Tabulation Area,78414,TX,78414,78414,3.39,2018-2022,2020,Census
Zip Code Tabulation Area,78727,TX,78727,78727,3.39,2018-2022,2020,Census
Zip Code Tabulation Area,75225,TX,75225,75225,3.38,2018-2022,2020,Census
Zip Code Tabulation Area,78409,TX,78409,78409,3.38,2018-2022,2020,Census
Zip Code Tabulation Area,79070,TX,79070,79070,3.38,2018-2022,2020,Census
Zip Code Tabulation Area,79563,TX,79563,79563,3.38,2018-2022,2020,Census
Zip Code Tabulation Area,75169,TX,75169,75169,3.37,2018-2022,2020,Census
Zip Code Tabulation Area,76570,TX,76570,76570,3.37,2018-2022,2020,Census
Zip Code Tabulation Area,77868,TX,77868,77868,3.37,2018-2022,2020,Census
Zip Code Tabulation Area,78330,TX,78330,78330,3.37,2018-2022,2020,Census
Zip Code Tabulation Area,78257,TX,78257,78257,3.36,2018-2022,2020,Census
Zip Code Tabulation Area,78717,TX,78717,78717,3.36,2018-2022,2020,Census
Zip Code Tabulation Area,79226,TX,79226,79226,3.36,2018-2022,2020,Census
Zip Code Tabulation Area,76111,TX,76111,76111,3.35,2018-2022,2020,Census
Zip Code Tabulation Area,77380,TX,77380,77380,3.35,2018-2022,2020,Census
Zip Code Tabulation Area,78052,TX,78052,78052,3.35,2018-2022,2020,Census
Zip Code Tabulation Area,79241,TX,79241,79241,3.35,2018-2022,2020,Census
Zip Code Tabulation Area,79351,TX,79351,79351,3.35,2018-2022,2020,Census
Zip Code Tabulation Area,77622,TX,77622,77622,3.34,2018-2022,2020,Census
Zip Code Tabulation Area,79045,TX,79045,79045,3.34,2018-2022,2020,Census
Zip Code Tabulation Area,75155,TX,75155,75155,3.33,2018-2022,2020,Census
Zip Code Tabulation Area,75926,TX,75926,75926,3.33,2018-2022,2020,Census
Zip Code Tabulation Area,76377,TX,76377,76377,3.33,2018-2022,2020,Census
Zip Code Tabulation Area,77469,TX,77469,77469,3.33,2018-2022,2020,Census
Zip Code Tabulation Area,75488,TX,75488,75488,3.32,2018-2022,2020,Census
Zip Code Tabulation Area,75205,TX,75205,75205,3.31,2018-2022,2020,Census
Zip Code Tabulation Area,77493,TX,77493,77493,3.31,2018-2022,2020,Census
Zip Code Tabulation Area,76642,TX,76642,76642,3.3,2018-2022,2020,Census
Zip Code Tabulation Area,78609,TX,78609,78609,3.3,2018-2022,2020,Census
Zip Code Tabulation Area,77447,TX,77447,77447,3.29,2018-2022,2020,Census
Zip Code Tabulation Area,78526,TX,78526,78526,3.29,2018-2022,2020,Census
Zip Code Tabulation Area,78880,TX,78880,78880,3.29,2018-2022,2020,Census
Zip Code Tabulation Area,75052,TX,75052,75052,3.28,2018-2022,2020,Census
Zip Code Tabulation Area,75949,TX,75949,75949,3.28,2018-2022,2020,Census
Zip Code Tabulation Area,77050,TX,77050,77050,3.27,2018-2022,2020,Census
Zip Code Tabulation Area,75092,TX,75092,75092,3.26,2018-2022,2020,Census
Zip Code Tabulation Area,75844,TX,75844,75844,3.26,2018-2022,2020,Census
Zip Code Tabulation Area,79027,TX,79027,79027,3.26,2018-2022,2020,Census
Zip Code Tabulation Area,76016,TX,76016,76016,3.25,2018-2022,2020,Census
Zip Code Tabulation Area,78578,TX,78578,78578,3.25,2018-2022,2020,Census
Zip Code Tabulation Area,75407,TX,75407,75407,3.24,2018-2022,2020,Census
Zip Code Tabulation Area,77351,TX,77351,77351,3.24,2018-2022,2020,Census
Zip Code Tabulation Area,79547,TX,79547,79547,3.24,2018-2022,2020,Census
Zip Code Tabulation Area,76033,TX,76033,76033,3.23,2018-2022,2020,Census
Zip Code Tabulation Area,77418,TX,77418,77418,3.23,2018-2022,2020,Census
Zip Code Tabulation Area,77478,TX,77478,77478,3.23,2018-2022,2020,Census
Zip Code Tabulation Area,77511,TX,77511,77511,3.23,2018-2022,2020,Census
Zip Code Tabulation Area,76444,TX,76444,76444,3.22,2018-2022,2020,Census
Zip Code Tabulation Area,77856,TX,77856,77856,3.22,2018-2022,2020,Census
Zip Code Tabulation Area,79506,TX,79506,79506,3.22,2018-2022,2020,Census
Zip Code Tabulation Area,78417,TX,78417,78417,3.21,2018-2022,2020,Census
Zip Code Tabulation Area,76109,TX,76109,76109,3.19,2018-2022,2020,Census
Zip Code Tabulation Area,76364,TX,76364,76364,3.19,2018-2022,2020,Census
Zip Code Tabulation Area,78576,TX,78576,78576,3.19,2018-2022,2020,Census
Zip Code Tabulation Area,78643,TX,78643,78643,3.19,2018-2022,2020,Census
Zip Code Tabulation Area,77566,TX,77566,77566,3.18,2018-2022,2020,Census
Zip Code Tabulation Area,79015,TX,79015,79015,3.18,2018-2022,2020,Census
Zip Code Tabulation Area,79525,TX,79525,79525,3.18,2018-2022,2020,Census
Zip Code Tabulation Area,78644,TX,78644,78644,3.17,2018-2022,2020,Census
Zip Code Tabulation Area,79423,TX,79423,79423,3.15,2018-2022,2020,Census
Zip Code Tabulation Area,77364,TX,77364,77364,3.14,2018-2022,2020,Census
Zip Code Tabulation Area,79065,TX,79065,79065,3.14,2018-2022,2020,Census
Zip Code Tabulation Area,77053,TX,77053,77053,3.13,2018-2022,2020,Census
Zip Code Tabulation Area,77905,TX,77905,77905,3.13,2018-2022,2020,Census
Zip Code Tabulation Area,78838,TX,78838,78838,3.13,2018-2022,2020,Census
Zip Code Tabulation Area,77632,TX,77632,77632,3.12,2018-2022,2020,Census
Zip Code Tabulation Area,78058,TX,78058,78058,3.12,2018-2022,2020,Census
Zip Code Tabulation Area,75021,TX,75021,75021,3.11,2018-2022,2020,Census
Zip Code Tabulation Area,76431,TX,76431,76431,3.11,2018-2022,2020,Census
Zip Code Tabulation Area,76537,TX,76537,76537,3.11,2018-2022,2020,Census
Zip Code Tabulation Area,77518,TX,77518,77518,3.11,2018-2022,2020,Census
Zip Code Tabulation Area,75154,TX,75154,75154,3.1,2018-2022,2020,Census
Zip Code Tabulation Area,76636,TX,76636,76636,3.1,2018-2022,2020,Census
Zip Code Tabulation Area,79706,TX,79706,79706,3.1,2018-2022,2020,Census
Zip Code Tabulation Area,77064,TX,77064,77064,3.09,2018-2022,2020,Census
Zip Code Tabulation Area,77451,TX,77451,77451,3.09,2018-2022,2020,Census
Zip Code Tabulation Area,77485,TX,77485,77485,3.09,2018-2022,2020,Census
Zip Code Tabulation Area,75437,TX,75437,75437,3.08,2018-2022,2020,Census
Zip Code Tabulation Area,77379,TX,77379,77379,3.08,2018-2022,2020,Census
Zip Code Tabulation Area,78681,TX,78681,78681,3.08,2018-2022,2020,Census
Zip Code Tabulation Area,78832,TX,78832,78832,3.08,2018-2022,2020,Census
Zip Code Tabulation Area,75006,TX,75006,75006,3.07,2018-2022,2020,Census
Zip Code Tabulation Area,76380,TX,76380,76380,3.07,2018-2022,2020,Census
Zip Code Tabulation Area,76542,TX,76542,76542,3.07,2018-2022,2020,Census
Zip Code Tabulation Area,75023,TX,75023,75023,3.06,2018-2022,2020,Census
Zip Code Tabulation Area,76371,TX,76371,76371,3.06,2018-2022,2020,Census
Zip Code Tabulation Area,79416,TX,79416,79416,3.06,2018-2022,2020,Census
Zip Code Tabulation Area,77382,TX,77382,77382,3.05,2018-2022,2020,Census
Zip Code Tabulation Area,78654,TX,78654,78654,3.04,2018-2022,2020,Census
Zip Code Tabulation Area,76634,TX,76634,76634,3.03,2018-2022,2020,Census
Zip Code Tabulation Area,76549,TX,76549,76549,3.02,2018-2022,2020,Census
Zip Code Tabulation Area,76712,TX,76712,76712,3.02,2018-2022,2020,Census
Zip Code Tabulation Area,79022,TX,79022,79022,3.01,2018-2022,2020,Census
Zip Code Tabulation Area,79741,TX,79741,79741,3.01,2018-2022,2020,Census
Zip Code Tabulation Area,75218,TX,75218,75218,2.99,2018-2022,2020,Census
Zip Code Tabulation Area,77417,TX,77417,77417,2.99,2018-2022,2020,Census
Zip Code Tabulation Area,75040,TX,75040,75040,2.98,2018-2022,2020,Census
Zip Code Tabulation Area,79036,TX,79036,79036,2.98,2018-2022,2020,Census
Zip Code Tabulation Area,77089,TX,77089,77089,2.97,2018-2022,2020,Census
Zip Code Tabulation Area,77659,TX,77659,77659,2.97,2018-2022,2020,Census
Zip Code Tabulation Area,78940,TX,78940,78940,2.97,2018-2022,2020,Census
Zip Code Tabulation Area,75119,TX,75119,75119,2.96,2018-2022,2020,Census
Zip Code Tabulation Area,77037,TX,77037,77037,2.96,2018-2022,2020,Census
Zip Code Tabulation Area,79052,TX,79052,79052,2.96,2018-2022,2020,Census
Zip Code Tabulation Area,77486,TX,77486,77486,2.95,2018-2022,2020,Census
Zip Code Tabulation Area,78737,TX,78737,78737,2.95,2018-2022,2020,Census
Zip Code Tabulation Area,77977,TX,77977,77977,2.94,2018-2022,2020,Census
Zip Code Tabulation Area,79734,TX,79734,79734,2.94,2018-2022,2020,Census
Zip Code Tabulation Area,78006,TX,78006,78006,2.93,2018-2022,2020,Census
Zip Code Tabulation Area,78232,TX,78232,78232,2.92,2018-2022,2020,Census
Zip Code Tabulation Area,78749,TX,78749,78749,2.92,2018-2022,2020,Census
Zip Code Tabulation Area,75833,TX,75833,75833,2.91,2018-2022,2020,Census
Zip Code Tabulation Area,78703,TX,78703,78703,2.91,2018-2022,2020,Census
Zip Code Tabulation Area,75486,TX,75486,75486,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,75778,TX,75778,75778,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,76692,TX,76692,76692,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,77079,TX,77079,77079,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,77371,TX,77371,77371,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,77465,TX,77465,77465,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,77836,TX,77836,77836,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,78009,TX,78009,78009,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,79379,TX,79379,79379,2.9,2018-2022,2020,Census
Zip Code Tabulation Area,76082,TX,76082,76082,2.88,2018-2022,2020,Census
Zip Code Tabulation Area,78645,TX,78645,78645,2.88,2018-2022,2020,Census
Zip Code Tabulation Area,79703,TX,79703,79703,2.88,2018-2022,2020,Census
Zip Code Tabulation Area,75125,TX,75125,75125,2.87,2018-2022,2020,Census
Zip Code Tabulation Area,77510,TX,77510,77510,2.86,2018-2022,2020,Census
Zip Code Tabulation Area,75497,TX,75497,75497,2.85,2018-2022,2020,Census
Zip Code Tabulation Area,79042,TX,79042,79042,2.85,2018-2022,2020,Census
Zip Code Tabulation Area,76357,TX,76357,76357,2.84,2018-2022,2020,Census
Zip Code Tabulation Area,76366,TX,76366,76366,2.84,2018-2022,2020,Census
Zip Code Tabulation Area,75770,TX,75770,75770,2.83,2018-2022,2020,Census
Zip Code Tabulation Area,77073,TX,77073,77073,2.83,2018-2022,2020,Census
Zip Code Tabulation Area,75561,TX,75561,75561,2.82,2018-2022,2020,Census
Zip Code Tabulation Area,75071,TX,75071,75071,2.81,2018-2022,2020,Census
Zip Code Tabulation Area,76561,TX,76561,76561,2.81,2018-2022,2020,Census
Zip Code Tabulation Area,76691,TX,76691,76691,2.81,2018-2022,2020,Census
Zip Code Tabulation Area,77489,TX,77489,77489,2.81,2018-2022,2020,Census
Zip Code Tabulation Area,78133,TX,78133,78133,2.81,2018-2022,2020,Census
Zip Code Tabulation Area,79363,TX,79363,79363,2.81,2018-2022,2020,Census
Zip Code Tabulation Area,75001,TX,75001,75001,2.8,2018-2022,2020,Census
Zip Code Tabulation Area,78613,TX,78613,78613,2.8,2018-2022,2020,Census
Zip Code Tabulation Area,75244,TX,75244,75244,2.78,2018-2022,2020,Census
Zip Code Tabulation Area,77835,TX,77835,77835,2.78,2018-2022,2020,Census
Zip Code Tabulation Area,78116,TX,78116,78116,2.78,2018-2022,2020,Census
Zip Code Tabulation Area,75662,TX,75662,75662,2.77,2018-2022,2020,Census
Zip Code Tabulation Area,75936,TX,75936,75936,2.76,2018-2022,2020,Census
Zip Code Tabulation Area,76310,TX,76310,76310,2.76,2018-2022,2020,Census
Zip Code Tabulation Area,75181,TX,75181,75181,2.75,2018-2022,2020,Census
Zip Code Tabulation Area,75763,TX,75763,75763,2.75,2018-2022,2020,Census
Zip Code Tabulation Area,75840,TX,75840,75840,2.75,2018-2022,2020,Census
Zip Code Tabulation Area,76367,TX,76367,76367,2.75,2018-2022,2020,Census
Zip Code Tabulation Area,79057,TX,79057,79057,2.75,2018-2022,2020,Census
Zip Code Tabulation Area,75143,TX,75143,75143,2.74,2018-2022,2020,Census
Zip Code Tabulation Area,75831,TX,75831,75831,2.74,2018-2022,2020,Census
Zip Code Tabulation Area,76890,TX,76890,76890,2.74,2018-2022,2020,Census
Zip Code Tabulation Area,75057,TX,75057,75057,2.73,2018-2022,2020,Census
Zip Code Tabulation Area,77384,TX,77384,77384,2.73,2018-2022,2020,Census
Zip Code Tabulation Area,78248,TX,78248,78248,2.73,2018-2022,2020,Census
Zip Code Tabulation Area,78729,TX,78729,78729,2.71,2018-2022,2020,Census
Zip Code Tabulation Area,76567,TX,76567,76567,2.7,2018-2022,2020,Census
Zip Code Tabulation Area,79098,TX,79098,79098,2.7,2018-2022,2020,Census
Zip Code Tabulation Area,75558,TX,75558,75558,2.69,2018-2022,2020,Census
Zip Code Tabulation Area,77505,TX,77505,77505,2.69,2018-2022,2020,Census
Zip Code Tabulation Area,75013,TX,75013,75013,2.68,2018-2022,2020,Census
Zip Code Tabulation Area,75457,TX,75457,75457,2.67,2018-2022,2020,Census
Zip Code Tabulation Area,75459,TX,75459,75459,2.66,2018-2022,2020,Census
Zip Code Tabulation Area,78664,TX,78664,78664,2.66,2018-2022,2020,Census
Zip Code Tabulation Area,79502,TX,79502,79502,2.66,2018-2022,2020,Census
Zip Code Tabulation Area,75068,TX,75068,75068,2.65,2018-2022,2020,Census
Zip Code Tabulation Area,77578,TX,77578,77578,2.65,2018-2022,2020,Census
Zip Code Tabulation Area,75439,TX,75439,75439,2.64,2018-2022,2020,Census
Zip Code Tabulation Area,77062,TX,77062,77062,2.64,2018-2022,2020,Census
Zip Code Tabulation Area,77975,TX,77975,77975,2.64,2018-2022,2020,Census
Zip Code Tabulation Area,75035,TX,75035,75035,2.63,2018-2022,2020,Census
Zip Code Tabulation Area,77044,TX,77044,77044,2.63,2018-2022,2020,Census
Zip Code Tabulation Area,77871,TX,77871,77871,2.63,2018-2022,2020,Census
Zip Code Tabulation Area,79766,TX,79766,79766,2.63,2018-2022,2020,Census
Zip Code Tabulation Area,76063,TX,76063,76063,2.62,2018-2022,2020,Census
Zip Code Tabulation Area,76208,TX,76208,76208,2.62,2018-2022,2020,Census
Zip Code Tabulation Area,78660,TX,78660,78660,2.62,2018-2022,2020,Census
Zip Code Tabulation Area,79118,TX,79118,79118,2.61,2018-2022,2020,Census
Zip Code Tabulation Area,76557,TX,76557,76557,2.6,2018-2022,2020,Census
Zip Code Tabulation Area,78250,TX,78250,78250,2.6,2018-2022,2020,Census
Zip Code Tabulation Area,78738,TX,78738,78738,2.6,2018-2022,2020,Census
Zip Code Tabulation Area,75104,TX,75104,75104,2.59,2018-2022,2020,Census
Zip Code Tabulation Area,76028,TX,76028,76028,2.59,2018-2022,2020,Census
Zip Code Tabulation Area,76472,TX,76472,76472,2.59,2018-2022,2020,Census
Zip Code Tabulation Area,77494,TX,77494,77494,2.59,2018-2022,2020,Census
Zip Code Tabulation Area,79733,TX,79733,79733,2.59,2018-2022,2020,Census
Zip Code Tabulation Area,75650,TX,75650,75650,2.57,2018-2022,2020,Census
Zip Code Tabulation Area,78132,TX,78132,78132,2.57,2018-2022,2020,Census
Zip Code Tabulation Area,79312,TX,79312,79312,2.56,2018-2022,2020,Census
Zip Code Tabulation Area,75859,TX,75859,75859,2.55,2018-2022,2020,Census
Zip Code Tabulation Area,77336,TX,77336,77336,2.55,2018-2022,2020,Census
Zip Code Tabulation Area,78124,TX,78124,78124,2.55,2018-2022,2020,Census
Zip Code Tabulation Area,75435,TX,75435,75435,2.54,2018-2022,2020,Census
Zip Code Tabulation Area,76205,TX,76205,76205,2.53,2018-2022,2020,Census
Zip Code Tabulation Area,76950,TX,76950,76950,2.52,2018-2022,2020,Census
Zip Code Tabulation Area,78025,TX,78025,78025,2.5,2018-2022,2020,Census
Zip Code Tabulation Area,78245,TX,78245,78245,2.5,2018-2022,2020,Census
Zip Code Tabulation Area,75477,TX,75477,75477,2.49,2018-2022,2020,Census
Zip Code Tabulation Area,75033,TX,75033,75033,2.48,2018-2022,2020,Census
Zip Code Tabulation Area,76233,TX,76233,76233,2.48,2018-2022,2020,Census
Zip Code Tabulation Area,76518,TX,76518,76518,2.48,2018-2022,2020,Census
Zip Code Tabulation Area,78130,TX,78130,78130,2.47,2018-2022,2020,Census
Zip Code Tabulation Area,75474,TX,75474,75474,2.46,2018-2022,2020,Census
Zip Code Tabulation Area,75572,TX,75572,75572,2.46,2018-2022,2020,Census
Zip Code Tabulation Area,76247,TX,76247,76247,2.46,2018-2022,2020,Census
Zip Code Tabulation Area,77531,TX,77531,77531,2.46,2018-2022,2020,Census
Zip Code Tabulation Area,75044,TX,75044,75044,2.45,2018-2022,2020,Census
Zip Code Tabulation Area,77990,TX,77990,77990,2.45,2018-2022,2020,Census
Zip Code Tabulation Area,78612,TX,78612,78612,2.45,2018-2022,2020,Census
Zip Code Tabulation Area,75229,TX,75229,75229,2.44,2018-2022,2020,Census
Zip Code Tabulation Area,79082,TX,79082,79082,2.44,2018-2022,2020,Census
Zip Code Tabulation Area,79121,TX,79121,79121,2.43,2018-2022,2020,Census
Zip Code Tabulation Area,75948,TX,75948,75948,2.42,2018-2022,2020,Census
Zip Code Tabulation Area,77498,TX,77498,77498,2.41,2018-2022,2020,Census
Zip Code Tabulation Area,78123,TX,78123,78123,2.41,2018-2022,2020,Census
Zip Code Tabulation Area,75207,TX,75207,75207,2.4,2018-2022,2020,Census
Zip Code Tabulation Area,76272,TX,76272,76272,2.4,2018-2022,2020,Census
Zip Code Tabulation Area,78642,TX,78642,78642,2.4,2018-2022,2020,Census
Zip Code Tabulation Area,78735,TX,78735,78735,2.4,2018-2022,2020,Census
Zip Code Tabulation Area,79261,TX,79261,79261,2.4,2018-2022,2020,Census
Zip Code Tabulation Area,79567,TX,79567,79567,2.4,2018-2022,2020,Census
Zip Code Tabulation Area,76031,TX,76031,76031,2.39,2018-2022,2020,Census
Zip Code Tabulation Area,76654,TX,76654,76654,2.38,2018-2022,2020,Census
Zip Code Tabulation Area,77069,TX,77069,77069,2.38,2018-2022,2020,Census
Zip Code Tabulation Area,77450,TX,77450,77450,2.38,2018-2022,2020,Census
Zip Code Tabulation Area,76464,TX,76464,76464,2.37,2018-2022,2020,Census
Zip Code Tabulation Area,76018,TX,76018,76018,2.36,2018-2022,2020,Census
Zip Code Tabulation Area,78631,TX,78631,78631,2.35,2018-2022,2020,Census
Zip Code Tabulation Area,79934,TX,79934,79934,2.35,2018-2022,2020,Census
Zip Code Tabulation Area,76017,TX,76017,76017,2.34,2018-2022,2020,Census
Zip Code Tabulation Area,76020,TX,76020,76020,2.33,2018-2022,2020,Census
Zip Code Tabulation Area,78419,TX,78419,78419,2.33,2018-2022,2020,Census
Zip Code Tabulation Area,79719,TX,79719,79719,2.33,2018-2022,2020,Census
Zip Code Tabulation Area,76531,TX,76531,76531,2.32,2018-2022,2020,Census
Zip Code Tabulation Area,78114,TX,78114,78114,2.32,2018-2022,2020,Census
Zip Code Tabulation Area,75032,TX,75032,75032,2.31,2018-2022,2020,Census
Zip Code Tabulation Area,76388,TX,76388,76388,2.3,2018-2022,2020,Census
Zip Code Tabulation Area,77007,TX,77007,77007,2.3,2018-2022,2020,Census
Zip Code Tabulation Area,78626,TX,78626,78626,2.3,2018-2022,2020,Census
Zip Code Tabulation Area,75089,TX,75089,75089,2.29,2018-2022,2020,Census
Zip Code Tabulation Area,76823,TX,76823,76823,2.29,2018-2022,2020,Census
Zip Code Tabulation Area,75790,TX,75790,75790,2.28,2018-2022,2020,Census
Zip Code Tabulation Area,76271,TX,76271,76271,2.28,2018-2022,2020,Census
Zip Code Tabulation Area,78251,TX,78251,78251,2.28,2018-2022,2020,Census
Zip Code Tabulation Area,79311,TX,79311,79311,2.28,2018-2022,2020,Census
Zip Code Tabulation Area,75480,TX,75480,75480,2.27,2018-2022,2020,Census
Zip Code Tabulation Area,77612,TX,77612,77612,2.26,2018-2022,2020,Census
Zip Code Tabulation Area,75010,TX,75010,75010,2.24,2018-2022,2020,Census
Zip Code Tabulation Area,77027,TX,77027,77027,2.24,2018-2022,2020,Census
Zip Code Tabulation Area,76039,TX,76039,76039,2.23,2018-2022,2020,Census
Zip Code Tabulation Area,77584,TX,77584,77584,2.23,2018-2022,2020,Census
Zip Code Tabulation Area,75094,TX,75094,75094,2.22,2018-2022,2020,Census
Zip Code Tabulation Area,78621,TX,78621,78621,2.22,2018-2022,2020,Census
Zip Code Tabulation Area,78947,TX,78947,78947,2.22,2018-2022,2020,Census
Zip Code Tabulation Area,78253,TX,78253,78253,2.21,2018-2022,2020,Census
Zip Code Tabulation Area,79562,TX,79562,79562,2.21,2018-2022,2020,Census
Zip Code Tabulation Area,75025,TX,75025,75025,2.2,2018-2022,2020,Census
Zip Code Tabulation Area,77435,TX,77435,77435,2.2,2018-2022,2020,Census
Zip Code Tabulation Area,75643,TX,75643,75643,2.18,2018-2022,2020,Census
Zip Code Tabulation Area,75667,TX,75667,75667,2.18,2018-2022,2020,Census
Zip Code Tabulation Area,76210,TX,76210,76210,2.18,2018-2022,2020,Census
Zip Code Tabulation Area,78249,TX,78249,78249,2.18,2018-2022,2020,Census
Zip Code Tabulation Area,75473,TX,75473,75473,2.17,2018-2022,2020,Census
Zip Code Tabulation Area,75973,TX,75973,75973,2.17,2018-2022,2020,Census
Zip Code Tabulation Area,77479,TX,77479,77479,2.17,2018-2022,2020,Census
Zip Code Tabulation Area,78676,TX,78676,78676,2.17,2018-2022,2020,Census
Zip Code Tabulation Area,79035,TX,79035,79035,2.17,2018-2022,2020,Census
Zip Code Tabulation Area,79323,TX,79323,79323,2.17,2018-2022,2020,Census
Zip Code Tabulation Area,75167,TX,75167,75167,2.16,2018-2022,2020,Census
Zip Code Tabulation Area,77396,TX,77396,77396,2.16,2018-2022,2020,Census
Zip Code Tabulation Area,77517,TX,77517,77517,2.15,2018-2022,2020,Census
Zip Code Tabulation Area,75126,TX,75126,75126,2.14,2018-2022,2020,Census
Zip Code Tabulation Area,75771,TX,75771,75771,2.14,2018-2022,2020,Census
Zip Code Tabulation Area,76252,TX,76252,76252,2.14,2018-2022,2020,Census
Zip Code Tabulation Area,76689,TX,76689,76689,2.14,2018-2022,2020,Census
