Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Housing Units with 0 Vehicles Available,Data Time Period,Geographic Vintage,Data Source
Zip Code Tabulation Area,75946,TX,75946,75946,9.7,2018-2022,2020,Census
Zip Code Tabulation Area,77016,TX,77016,77016,9.7,2018-2022,2020,Census
Zip Code Tabulation Area,78415,TX,78415,78415,9.69,2018-2022,2020,Census
Zip Code Tabulation Area,77455,TX,77455,77455,9.67,2018-2022,2020,Census
Zip Code Tabulation Area,75235,TX,75235,75235,9.66,2018-2022,2020,Census
Zip Code Tabulation Area,75232,TX,75232,75232,9.62,2018-2022,2020,Census
Zip Code Tabulation Area,77009,TX,77009,77009,9.56,2018-2022,2020,Census
Zip Code Tabulation Area,78161,TX,78161,78161,9.55,2018-2022,2020,Census
Zip Code Tabulation Area,78593,TX,78593,78593,9.53,2018-2022,2020,Census
Zip Code Tabulation Area,79735,TX,79735,79735,9.52,2018-2022,2020,Census
Zip Code Tabulation Area,75411,TX,75411,75411,9.5,2018-2022,2020,Census
Zip Code Tabulation Area,79088,TX,79088,79088,9.48,2018-2022,2020,Census
Zip Code Tabulation Area,77082,TX,77082,77082,9.47,2018-2022,2020,Census
Zip Code Tabulation Area,78076,TX,78076,78076,9.4,2018-2022,2020,Census
Zip Code Tabulation Area,75228,TX,75228,75228,9.36,2018-2022,2020,Census
Zip Code Tabulation Area,78582,TX,78582,78582,9.35,2018-2022,2020,Census
Zip Code Tabulation Area,75224,TX,75224,75224,9.34,2018-2022,2020,Census
Zip Code Tabulation Area,78256,TX,78256,78256,9.34,2018-2022,2020,Census
Zip Code Tabulation Area,78595,TX,78595,78595,9.34,2018-2022,2020,Census
Zip Code Tabulation Area,78723,TX,78723,78723,9.33,2018-2022,2020,Census
Zip Code Tabulation Area,77859,TX,77859,77859,9.3,2018-2022,2020,Census
Zip Code Tabulation Area,75702,TX,75702,75702,9.28,2018-2022,2020,Census
Zip Code Tabulation Area,75928,TX,75928,75928,9.28,2018-2022,2020,Census
Zip Code Tabulation Area,77010,TX,77010,77010,9.26,2018-2022,2020,Census
Zip Code Tabulation Area,79553,TX,79553,79553,9.26,2018-2022,2020,Census
Zip Code Tabulation Area,76504,TX,76504,76504,9.25,2018-2022,2020,Census
Zip Code Tabulation Area,77954,TX,77954,77954,9.25,2018-2022,2020,Census
Zip Code Tabulation Area,77703,TX,77703,77703,9.23,2018-2022,2020,Census
Zip Code Tabulation Area,77033,TX,77033,77033,9.17,2018-2022,2020,Census
Zip Code Tabulation Area,77840,TX,77840,77840,9.17,2018-2022,2020,Census
Zip Code Tabulation Area,78218,TX,78218,78218,9.16,2018-2022,2020,Census
Zip Code Tabulation Area,79059,TX,79059,79059,9.16,2018-2022,2020,Census
Zip Code Tabulation Area,77456,TX,77456,77456,9.14,2018-2022,2020,Census
Zip Code Tabulation Area,78741,TX,78741,78741,9.14,2018-2022,2020,Census
Zip Code Tabulation Area,75555,TX,75555,75555,9.13,2018-2022,2020,Census
Zip Code Tabulation Area,78390,TX,78390,78390,9.12,2018-2022,2020,Census
Zip Code Tabulation Area,77013,TX,77013,77013,9.08,2018-2022,2020,Census
Zip Code Tabulation Area,79345,TX,79345,79345,9.06,2018-2022,2020,Census
Zip Code Tabulation Area,75428,TX,75428,75428,9.05,2018-2022,2020,Census
Zip Code Tabulation Area,76105,TX,76105,76105,9.03,2018-2022,2020,Census
Zip Code Tabulation Area,79404,TX,79404,79404,9.02,2018-2022,2020,Census
Zip Code Tabulation Area,77072,TX,77072,77072,9,2018-2022,2020,Census
Zip Code Tabulation Area,78594,TX,78594,78594,8.99,2018-2022,2020,Census
Zip Code Tabulation Area,75501,TX,75501,75501,8.98,2018-2022,2020,Census
Zip Code Tabulation Area,78221,TX,78221,78221,8.98,2018-2022,2020,Census
Zip Code Tabulation Area,78629,TX,78629,78629,8.94,2018-2022,2020,Census
Zip Code Tabulation Area,76471,TX,76471,76471,8.92,2018-2022,2020,Census
Zip Code Tabulation Area,78704,TX,78704,78704,8.91,2018-2022,2020,Census
Zip Code Tabulation Area,78959,TX,78959,78959,8.89,2018-2022,2020,Census
Zip Code Tabulation Area,77585,TX,77585,77585,8.82,2018-2022,2020,Census
Zip Code Tabulation Area,79414,TX,79414,79414,8.82,2018-2022,2020,Census
Zip Code Tabulation Area,75803,TX,75803,75803,8.73,2018-2022,2020,Census
Zip Code Tabulation Area,78569,TX,78569,78569,8.72,2018-2022,2020,Census
Zip Code Tabulation Area,77042,TX,77042,77042,8.71,2018-2022,2020,Census
Zip Code Tabulation Area,77414,TX,77414,77414,8.7,2018-2022,2020,Census
Zip Code Tabulation Area,78332,TX,78332,78332,8.7,2018-2022,2020,Census
Zip Code Tabulation Area,79031,TX,79031,79031,8.69,2018-2022,2020,Census
Zip Code Tabulation Area,76132,TX,76132,76132,8.68,2018-2022,2020,Census
Zip Code Tabulation Area,79761,TX,79761,79761,8.67,2018-2022,2020,Census
Zip Code Tabulation Area,79331,TX,79331,79331,8.66,2018-2022,2020,Census
Zip Code Tabulation Area,78416,TX,78416,78416,8.65,2018-2022,2020,Census
Zip Code Tabulation Area,76103,TX,76103,76103,8.62,2018-2022,2020,Census
Zip Code Tabulation Area,79248,TX,79248,79248,8.62,2018-2022,2020,Census
Zip Code Tabulation Area,78341,TX,78341,78341,8.59,2018-2022,2020,Census
Zip Code Tabulation Area,75568,TX,75568,75568,8.57,2018-2022,2020,Census
Zip Code Tabulation Area,75201,TX,75201,75201,8.55,2018-2022,2020,Census
Zip Code Tabulation Area,77801,TX,77801,77801,8.55,2018-2022,2020,Census
Zip Code Tabulation Area,75492,TX,75492,75492,8.53,2018-2022,2020,Census
Zip Code Tabulation Area,79530,TX,79530,79530,8.53,2018-2022,2020,Census
Zip Code Tabulation Area,78216,TX,78216,78216,8.51,2018-2022,2020,Census
Zip Code Tabulation Area,78240,TX,78240,78240,8.51,2018-2022,2020,Census
Zip Code Tabulation Area,78758,TX,78758,78758,8.45,2018-2022,2020,Census
Zip Code Tabulation Area,77055,TX,77055,77055,8.4,2018-2022,2020,Census
Zip Code Tabulation Area,75938,TX,75938,75938,8.39,2018-2022,2020,Census
Zip Code Tabulation Area,76112,TX,76112,76112,8.38,2018-2022,2020,Census
Zip Code Tabulation Area,77802,TX,77802,77802,8.38,2018-2022,2020,Census
Zip Code Tabulation Area,79107,TX,79107,79107,8.35,2018-2022,2020,Census
Zip Code Tabulation Area,76955,TX,76955,76955,8.33,2018-2022,2020,Census
Zip Code Tabulation Area,75925,TX,75925,75925,8.31,2018-2022,2020,Census
Zip Code Tabulation Area,75217,TX,75217,75217,8.29,2018-2022,2020,Census
Zip Code Tabulation Area,78017,TX,78017,78017,8.29,2018-2022,2020,Census
Zip Code Tabulation Area,76306,TX,76306,76306,8.28,2018-2022,2020,Census
Zip Code Tabulation Area,75932,TX,75932,75932,8.26,2018-2022,2020,Census
Zip Code Tabulation Area,75639,TX,75639,75639,8.25,2018-2022,2020,Census
Zip Code Tabulation Area,78501,TX,78501,78501,8.24,2018-2022,2020,Census
Zip Code Tabulation Area,79102,TX,79102,79102,8.24,2018-2022,2020,Census
Zip Code Tabulation Area,75487,TX,75487,75487,8.22,2018-2022,2020,Census
Zip Code Tabulation Area,79403,TX,79403,79403,8.22,2018-2022,2020,Census
Zip Code Tabulation Area,79539,TX,79539,79539,8.22,2018-2022,2020,Census
Zip Code Tabulation Area,77092,TX,77092,77092,8.2,2018-2022,2020,Census
Zip Code Tabulation Area,79343,TX,79343,79343,8.19,2018-2022,2020,Census
Zip Code Tabulation Area,77577,TX,77577,77577,8.16,2018-2022,2020,Census
Zip Code Tabulation Area,76104,TX,76104,76104,8.14,2018-2022,2020,Census
Zip Code Tabulation Area,76559,TX,76559,76559,8.11,2018-2022,2020,Census
Zip Code Tabulation Area,78583,TX,78583,78583,8.07,2018-2022,2020,Census
Zip Code Tabulation Area,79538,TX,79538,79538,8.06,2018-2022,2020,Census
Zip Code Tabulation Area,75773,TX,75773,75773,8.05,2018-2022,2020,Census
Zip Code Tabulation Area,76629,TX,76629,76629,8.05,2018-2022,2020,Census
Zip Code Tabulation Area,78550,TX,78550,78550,8.04,2018-2022,2020,Census
Zip Code Tabulation Area,75211,TX,75211,75211,8.03,2018-2022,2020,Census
Zip Code Tabulation Area,78418,TX,78418,78418,8.01,2018-2022,2020,Census
Zip Code Tabulation Area,79930,TX,79930,79930,8,2018-2022,2020,Census
Zip Code Tabulation Area,78852,TX,78852,78852,7.99,2018-2022,2020,Census
Zip Code Tabulation Area,76133,TX,76133,76133,7.98,2018-2022,2020,Census
Zip Code Tabulation Area,75801,TX,75801,75801,7.95,2018-2022,2020,Census
Zip Code Tabulation Area,76623,TX,76623,76623,7.94,2018-2022,2020,Census
Zip Code Tabulation Area,79742,TX,79742,79742,7.94,2018-2022,2020,Census
Zip Code Tabulation Area,76801,TX,76801,76801,7.93,2018-2022,2020,Census
Zip Code Tabulation Area,76878,TX,76878,76878,7.93,2018-2022,2020,Census
Zip Code Tabulation Area,78213,TX,78213,78213,7.92,2018-2022,2020,Census
Zip Code Tabulation Area,79316,TX,79316,79316,7.92,2018-2022,2020,Census
Zip Code Tabulation Area,79543,TX,79543,79543,7.86,2018-2022,2020,Census
Zip Code Tabulation Area,76011,TX,76011,76011,7.84,2018-2022,2020,Census
Zip Code Tabulation Area,76670,TX,76670,76670,7.83,2018-2022,2020,Census
Zip Code Tabulation Area,75144,TX,75144,75144,7.82,2018-2022,2020,Census
Zip Code Tabulation Area,76834,TX,76834,76834,7.82,2018-2022,2020,Census
Zip Code Tabulation Area,75570,TX,75570,75570,7.79,2018-2022,2020,Census
Zip Code Tabulation Area,77093,TX,77093,77093,7.79,2018-2022,2020,Census
Zip Code Tabulation Area,78521,TX,78521,78521,7.79,2018-2022,2020,Census
Zip Code Tabulation Area,79054,TX,79054,79054,7.78,2018-2022,2020,Census
Zip Code Tabulation Area,76903,TX,76903,76903,7.77,2018-2022,2020,Census
Zip Code Tabulation Area,79556,TX,79556,79556,7.77,2018-2022,2020,Census
Zip Code Tabulation Area,77630,TX,77630,77630,7.73,2018-2022,2020,Census
Zip Code Tabulation Area,78219,TX,78219,78219,7.71,2018-2022,2020,Census
Zip Code Tabulation Area,75223,TX,75223,75223,7.7,2018-2022,2020,Census
Zip Code Tabulation Area,77046,TX,77046,77046,7.68,2018-2022,2020,Census
Zip Code Tabulation Area,77077,TX,77077,77077,7.68,2018-2022,2020,Census
Zip Code Tabulation Area,75766,TX,75766,75766,7.63,2018-2022,2020,Census
Zip Code Tabulation Area,77504,TX,77504,77504,7.62,2018-2022,2020,Census
Zip Code Tabulation Area,77702,TX,77702,77702,7.62,2018-2022,2020,Census
Zip Code Tabulation Area,77087,TX,77087,77087,7.61,2018-2022,2020,Census
Zip Code Tabulation Area,75979,TX,75979,75979,7.59,2018-2022,2020,Census
Zip Code Tabulation Area,76110,TX,76110,76110,7.58,2018-2022,2020,Census
Zip Code Tabulation Area,77058,TX,77058,77058,7.55,2018-2022,2020,Census
Zip Code Tabulation Area,78164,TX,78164,78164,7.55,2018-2022,2020,Census
Zip Code Tabulation Area,78336,TX,78336,78336,7.55,2018-2022,2020,Census
Zip Code Tabulation Area,77538,TX,77538,77538,7.52,2018-2022,2020,Census
Zip Code Tabulation Area,77963,TX,77963,77963,7.52,2018-2022,2020,Census
Zip Code Tabulation Area,78211,TX,78211,78211,7.52,2018-2022,2020,Census
Zip Code Tabulation Area,75233,TX,75233,75233,7.49,2018-2022,2020,Census
Zip Code Tabulation Area,75230,TX,75230,75230,7.48,2018-2022,2020,Census
Zip Code Tabulation Area,75951,TX,75951,75951,7.48,2018-2022,2020,Census
Zip Code Tabulation Area,76648,TX,76648,76648,7.46,2018-2022,2020,Census
Zip Code Tabulation Area,77067,TX,77067,77067,7.46,2018-2022,2020,Census
Zip Code Tabulation Area,75904,TX,75904,75904,7.45,2018-2022,2020,Census
Zip Code Tabulation Area,77017,TX,77017,77017,7.43,2018-2022,2020,Census
Zip Code Tabulation Area,76374,TX,76374,76374,7.41,2018-2022,2020,Census
Zip Code Tabulation Area,78151,TX,78151,78151,7.41,2018-2022,2020,Census
Zip Code Tabulation Area,79701,TX,79701,79701,7.41,2018-2022,2020,Census
Zip Code Tabulation Area,78387,TX,78387,78387,7.39,2018-2022,2020,Census
Zip Code Tabulation Area,77039,TX,77039,77039,7.38,2018-2022,2020,Census
Zip Code Tabulation Area,77356,TX,77356,77356,7.38,2018-2022,2020,Census
Zip Code Tabulation Area,75750,TX,75750,75750,7.34,2018-2022,2020,Census
Zip Code Tabulation Area,78140,TX,78140,78140,7.34,2018-2022,2020,Census
Zip Code Tabulation Area,75204,TX,75204,75204,7.33,2018-2022,2020,Census
Zip Code Tabulation Area,75227,TX,75227,75227,7.32,2018-2022,2020,Census
Zip Code Tabulation Area,78227,TX,78227,78227,7.31,2018-2022,2020,Census
Zip Code Tabulation Area,75563,TX,75563,75563,7.3,2018-2022,2020,Census
Zip Code Tabulation Area,77086,TX,77086,77086,7.29,2018-2022,2020,Census
Zip Code Tabulation Area,77706,TX,77706,77706,7.29,2018-2022,2020,Census
Zip Code Tabulation Area,76120,TX,76120,76120,7.26,2018-2022,2020,Census
Zip Code Tabulation Area,75252,TX,75252,75252,7.25,2018-2022,2020,Census
Zip Code Tabulation Area,76520,TX,76520,76520,7.25,2018-2022,2020,Census
Zip Code Tabulation Area,79907,TX,79907,79907,7.25,2018-2022,2020,Census
Zip Code Tabulation Area,77339,TX,77339,77339,7.24,2018-2022,2020,Census
Zip Code Tabulation Area,76164,TX,76164,76164,7.21,2018-2022,2020,Census
Zip Code Tabulation Area,77031,TX,77031,77031,7.21,2018-2022,2020,Census
Zip Code Tabulation Area,75760,TX,75760,75760,7.2,2018-2022,2020,Census
Zip Code Tabulation Area,78861,TX,78861,78861,7.19,2018-2022,2020,Census
Zip Code Tabulation Area,75069,TX,75069,75069,7.18,2018-2022,2020,Census
Zip Code Tabulation Area,76660,TX,76660,76660,7.18,2018-2022,2020,Census
Zip Code Tabulation Area,79313,TX,79313,79313,7.17,2018-2022,2020,Census
Zip Code Tabulation Area,76372,TX,76372,76372,7.14,2018-2022,2020,Census
Zip Code Tabulation Area,76102,TX,76102,76102,7.11,2018-2022,2020,Census
Zip Code Tabulation Area,76430,TX,76430,76430,7.1,2018-2022,2020,Census
Zip Code Tabulation Area,75061,TX,75061,75061,7.08,2018-2022,2020,Census
Zip Code Tabulation Area,77096,TX,77096,77096,7.08,2018-2022,2020,Census
Zip Code Tabulation Area,78801,TX,78801,78801,7.07,2018-2022,2020,Census
Zip Code Tabulation Area,75551,TX,75551,75551,7.05,2018-2022,2020,Census
Zip Code Tabulation Area,77006,TX,77006,77006,7.05,2018-2022,2020,Census
Zip Code Tabulation Area,76687,TX,76687,76687,7.04,2018-2022,2020,Census
Zip Code Tabulation Area,78607,TX,78607,78607,7.04,2018-2022,2020,Census
Zip Code Tabulation Area,79346,TX,79346,79346,7.04,2018-2022,2020,Census
Zip Code Tabulation Area,75941,TX,75941,75941,7.03,2018-2022,2020,Census
Zip Code Tabulation Area,75964,TX,75964,75964,7.02,2018-2022,2020,Census
Zip Code Tabulation Area,77029,TX,77029,77029,7.02,2018-2022,2020,Census
Zip Code Tabulation Area,76010,TX,76010,76010,7,2018-2022,2020,Census
Zip Code Tabulation Area,75081,TX,75081,75081,6.99,2018-2022,2020,Census
Zip Code Tabulation Area,76114,TX,76114,76114,6.98,2018-2022,2020,Census
Zip Code Tabulation Area,76140,TX,76140,76140,6.97,2018-2022,2020,Census
Zip Code Tabulation Area,78572,TX,78572,78572,6.97,2018-2022,2020,Census
Zip Code Tabulation Area,77957,TX,77957,77957,6.92,2018-2022,2020,Census
Zip Code Tabulation Area,78016,TX,78016,78016,6.91,2018-2022,2020,Census
Zip Code Tabulation Area,77708,TX,77708,77708,6.9,2018-2022,2020,Census
Zip Code Tabulation Area,75847,TX,75847,75847,6.87,2018-2022,2020,Census
Zip Code Tabulation Area,76255,TX,76255,76255,6.86,2018-2022,2020,Census
Zip Code Tabulation Area,77340,TX,77340,77340,6.86,2018-2022,2020,Census
Zip Code Tabulation Area,77664,TX,77664,77664,6.86,2018-2022,2020,Census
Zip Code Tabulation Area,76249,TX,76249,76249,6.82,2018-2022,2020,Census
Zip Code Tabulation Area,78577,TX,78577,78577,6.82,2018-2022,2020,Census
Zip Code Tabulation Area,77038,TX,77038,77038,6.81,2018-2022,2020,Census
Zip Code Tabulation Area,78570,TX,78570,78570,6.81,2018-2022,2020,Census
Zip Code Tabulation Area,75287,TX,75287,75287,6.79,2018-2022,2020,Census
Zip Code Tabulation Area,79546,TX,79546,79546,6.79,2018-2022,2020,Census
Zip Code Tabulation Area,75148,TX,75148,75148,6.78,2018-2022,2020,Census
Zip Code Tabulation Area,77962,TX,77962,77962,6.78,2018-2022,2020,Census
Zip Code Tabulation Area,77590,TX,77590,77590,6.76,2018-2022,2020,Census
Zip Code Tabulation Area,75043,TX,75043,75043,6.75,2018-2022,2020,Census
Zip Code Tabulation Area,75150,TX,75150,75150,6.75,2018-2022,2020,Census
Zip Code Tabulation Area,75208,TX,75208,75208,6.74,2018-2022,2020,Census
Zip Code Tabulation Area,79377,TX,79377,79377,6.74,2018-2022,2020,Census
Zip Code Tabulation Area,79359,TX,79359,79359,6.73,2018-2022,2020,Census
Zip Code Tabulation Area,76086,TX,76086,76086,6.72,2018-2022,2020,Census
Zip Code Tabulation Area,76309,TX,76309,76309,6.72,2018-2022,2020,Census
Zip Code Tabulation Area,78731,TX,78731,78731,6.72,2018-2022,2020,Census
Zip Code Tabulation Area,76302,TX,76302,76302,6.69,2018-2022,2020,Census
Zip Code Tabulation Area,78559,TX,78559,78559,6.69,2018-2022,2020,Census
Zip Code Tabulation Area,75601,TX,75601,75601,6.68,2018-2022,2020,Census
Zip Code Tabulation Area,75931,TX,75931,75931,6.67,2018-2022,2020,Census
Zip Code Tabulation Area,76452,TX,76452,76452,6.67,2018-2022,2020,Census
Zip Code Tabulation Area,78567,TX,78567,78567,6.67,2018-2022,2020,Census
Zip Code Tabulation Area,75401,TX,75401,75401,6.65,2018-2022,2020,Census
Zip Code Tabulation Area,75160,TX,75160,75160,6.64,2018-2022,2020,Census
Zip Code Tabulation Area,78535,TX,78535,78535,6.64,2018-2022,2020,Census
Zip Code Tabulation Area,75420,TX,75420,75420,6.63,2018-2022,2020,Census
Zip Code Tabulation Area,79336,TX,79336,79336,6.61,2018-2022,2020,Census
Zip Code Tabulation Area,79789,TX,79789,79789,6.59,2018-2022,2020,Census
Zip Code Tabulation Area,79830,TX,79830,79830,6.59,2018-2022,2020,Census
Zip Code Tabulation Area,75692,TX,75692,75692,6.58,2018-2022,2020,Census
Zip Code Tabulation Area,76543,TX,76543,76543,6.57,2018-2022,2020,Census
Zip Code Tabulation Area,75214,TX,75214,75214,6.53,2018-2022,2020,Census
Zip Code Tabulation Area,79322,TX,79322,79322,6.52,2018-2022,2020,Census
Zip Code Tabulation Area,76454,TX,76454,76454,6.51,2018-2022,2020,Census
Zip Code Tabulation Area,79925,TX,79925,79925,6.51,2018-2022,2020,Census
Zip Code Tabulation Area,79707,TX,79707,79707,6.5,2018-2022,2020,Census
Zip Code Tabulation Area,78041,TX,78041,78041,6.49,2018-2022,2020,Census
Zip Code Tabulation Area,77369,TX,77369,77369,6.48,2018-2022,2020,Census
Zip Code Tabulation Area,76013,TX,76013,76013,6.47,2018-2022,2020,Census
Zip Code Tabulation Area,75647,TX,75647,75647,6.46,2018-2022,2020,Census
Zip Code Tabulation Area,78753,TX,78753,78753,6.46,2018-2022,2020,Census
Zip Code Tabulation Area,79041,TX,79041,79041,6.46,2018-2022,2020,Census
Zip Code Tabulation Area,77080,TX,77080,77080,6.45,2018-2022,2020,Census
Zip Code Tabulation Area,77301,TX,77301,77301,6.45,2018-2022,2020,Census
Zip Code Tabulation Area,77837,TX,77837,77837,6.45,2018-2022,2020,Census
Zip Code Tabulation Area,76107,TX,76107,76107,6.42,2018-2022,2020,Census
Zip Code Tabulation Area,75402,TX,75402,75402,6.4,2018-2022,2020,Census
Zip Code Tabulation Area,76676,TX,76676,76676,6.4,2018-2022,2020,Census
Zip Code Tabulation Area,77083,TX,77083,77083,6.39,2018-2022,2020,Census
Zip Code Tabulation Area,76093,TX,76093,76093,6.38,2018-2022,2020,Census
Zip Code Tabulation Area,79356,TX,79356,79356,6.38,2018-2022,2020,Census
Zip Code Tabulation Area,77591,TX,77591,77591,6.37,2018-2022,2020,Census
Zip Code Tabulation Area,78934,TX,78934,78934,6.37,2018-2022,2020,Census
Zip Code Tabulation Area,79561,TX,79561,79561,6.36,2018-2022,2020,Census
Zip Code Tabulation Area,78742,TX,78742,78742,6.35,2018-2022,2020,Census
Zip Code Tabulation Area,75050,TX,75050,75050,6.34,2018-2022,2020,Census
Zip Code Tabulation Area,75852,TX,75852,75852,6.34,2018-2022,2020,Census
Zip Code Tabulation Area,79410,TX,79410,79410,6.33,2018-2022,2020,Census
Zip Code Tabulation Area,79370,TX,79370,79370,6.31,2018-2022,2020,Census
Zip Code Tabulation Area,78363,TX,78363,78363,6.29,2018-2022,2020,Census
Zip Code Tabulation Area,77034,TX,77034,77034,6.27,2018-2022,2020,Census
Zip Code Tabulation Area,75238,TX,75238,75238,6.26,2018-2022,2020,Census
Zip Code Tabulation Area,76664,TX,76664,76664,6.25,2018-2022,2020,Census
Zip Code Tabulation Area,76706,TX,76706,76706,6.25,2018-2022,2020,Census
Zip Code Tabulation Area,78719,TX,78719,78719,6.25,2018-2022,2020,Census
Zip Code Tabulation Area,75785,TX,75785,75785,6.24,2018-2022,2020,Census
Zip Code Tabulation Area,78071,TX,78071,78071,6.24,2018-2022,2020,Census
Zip Code Tabulation Area,76012,TX,76012,76012,6.21,2018-2022,2020,Census
Zip Code Tabulation Area,78022,TX,78022,78022,6.2,2018-2022,2020,Census
Zip Code Tabulation Area,78732,TX,78732,78732,6.2,2018-2022,2020,Census
Zip Code Tabulation Area,75966,TX,75966,75966,6.19,2018-2022,2020,Census
Zip Code Tabulation Area,76548,TX,76548,76548,6.19,2018-2022,2020,Census
Zip Code Tabulation Area,79373,TX,79373,79373,6.19,2018-2022,2020,Census
Zip Code Tabulation Area,79924,TX,79924,79924,6.18,2018-2022,2020,Census
Zip Code Tabulation Area,78224,TX,78224,78224,6.16,2018-2022,2020,Census
Zip Code Tabulation Area,79521,TX,79521,79521,6.16,2018-2022,2020,Census
Zip Code Tabulation Area,77327,TX,77327,77327,6.15,2018-2022,2020,Census
Zip Code Tabulation Area,77502,TX,77502,77502,6.14,2018-2022,2020,Census
Zip Code Tabulation Area,75172,TX,75172,75172,6.12,2018-2022,2020,Census
Zip Code Tabulation Area,78728,TX,78728,78728,6.12,2018-2022,2020,Census
Zip Code Tabulation Area,76351,TX,76351,76351,6.11,2018-2022,2020,Census
Zip Code Tabulation Area,76354,TX,76354,76354,6.11,2018-2022,2020,Census
Zip Code Tabulation Area,76665,TX,76665,76665,6.11,2018-2022,2020,Census
Zip Code Tabulation Area,78373,TX,78373,78373,6.11,2018-2022,2020,Census
Zip Code Tabulation Area,79544,TX,79544,79544,6.1,2018-2022,2020,Census
Zip Code Tabulation Area,79835,TX,79835,79835,6.09,2018-2022,2020,Census
Zip Code Tabulation Area,75090,TX,75090,75090,6.08,2018-2022,2020,Census
Zip Code Tabulation Area,77045,TX,77045,77045,6.08,2018-2022,2020,Census
Zip Code Tabulation Area,75709,TX,75709,75709,6.07,2018-2022,2020,Census
Zip Code Tabulation Area,76265,TX,76265,76265,6.07,2018-2022,2020,Census
Zip Code Tabulation Area,75219,TX,75219,75219,6.06,2018-2022,2020,Census
Zip Code Tabulation Area,75683,TX,75683,75683,6.06,2018-2022,2020,Census
Zip Code Tabulation Area,77662,TX,77662,77662,6.06,2018-2022,2020,Census
Zip Code Tabulation Area,75447,TX,75447,75447,6.05,2018-2022,2020,Census
Zip Code Tabulation Area,77381,TX,77381,77381,6.05,2018-2022,2020,Census
Zip Code Tabulation Area,78573,TX,78573,78573,6.04,2018-2022,2020,Census
Zip Code Tabulation Area,78624,TX,78624,78624,6.04,2018-2022,2020,Census
Zip Code Tabulation Area,75965,TX,75965,75965,6.03,2018-2022,2020,Census
Zip Code Tabulation Area,79064,TX,79064,79064,6.03,2018-2022,2020,Census
Zip Code Tabulation Area,75644,TX,75644,75644,6.02,2018-2022,2020,Census
Zip Code Tabulation Area,78242,TX,78242,78242,6.02,2018-2022,2020,Census
Zip Code Tabulation Area,78380,TX,78380,78380,6.01,2018-2022,2020,Census
Zip Code Tabulation Area,75631,TX,75631,75631,6,2018-2022,2020,Census
Zip Code Tabulation Area,77350,TX,77350,77350,6,2018-2022,2020,Census
Zip Code Tabulation Area,75051,TX,75051,75051,5.99,2018-2022,2020,Census
Zip Code Tabulation Area,75472,TX,75472,75472,5.99,2018-2022,2020,Census
Zip Code Tabulation Area,75206,TX,75206,75206,5.97,2018-2022,2020,Census
Zip Code Tabulation Area,76135,TX,76135,76135,5.97,2018-2022,2020,Census
Zip Code Tabulation Area,77656,TX,77656,77656,5.97,2018-2022,2020,Census
Zip Code Tabulation Area,77833,TX,77833,77833,5.96,2018-2022,2020,Census
Zip Code Tabulation Area,79103,TX,79103,79103,5.96,2018-2022,2020,Census
Zip Code Tabulation Area,75180,TX,75180,75180,5.95,2018-2022,2020,Census
Zip Code Tabulation Area,78039,TX,78039,78039,5.95,2018-2022,2020,Census
Zip Code Tabulation Area,78945,TX,78945,78945,5.95,2018-2022,2020,Census
Zip Code Tabulation Area,75672,TX,75672,75672,5.91,2018-2022,2020,Census
Zip Code Tabulation Area,77878,TX,77878,77878,5.91,2018-2022,2020,Census
Zip Code Tabulation Area,79849,TX,79849,79849,5.89,2018-2022,2020,Census
Zip Code Tabulation Area,76837,TX,76837,76837,5.88,2018-2022,2020,Census
Zip Code Tabulation Area,78112,TX,78112,78112,5.88,2018-2022,2020,Census
Zip Code Tabulation Area,78536,TX,78536,78536,5.88,2018-2022,2020,Census
Zip Code Tabulation Area,79777,TX,79777,79777,5.88,2018-2022,2020,Census
Zip Code Tabulation Area,76015,TX,76015,76015,5.87,2018-2022,2020,Census
Zip Code Tabulation Area,75638,TX,75638,75638,5.86,2018-2022,2020,Census
Zip Code Tabulation Area,77807,TX,77807,77807,5.86,2018-2022,2020,Census
Zip Code Tabulation Area,79108,TX,79108,79108,5.85,2018-2022,2020,Census
Zip Code Tabulation Area,78650,TX,78650,78650,5.82,2018-2022,2020,Census
Zip Code Tabulation Area,76240,TX,76240,76240,5.79,2018-2022,2020,Census
Zip Code Tabulation Area,75956,TX,75956,75956,5.77,2018-2022,2020,Census
Zip Code Tabulation Area,78561,TX,78561,78561,5.77,2018-2022,2020,Census
Zip Code Tabulation Area,79371,TX,79371,79371,5.77,2018-2022,2020,Census
Zip Code Tabulation Area,75432,TX,75432,75432,5.76,2018-2022,2020,Census
Zip Code Tabulation Area,75414,TX,75414,75414,5.73,2018-2022,2020,Census
Zip Code Tabulation Area,76384,TX,76384,76384,5.73,2018-2022,2020,Census
Zip Code Tabulation Area,77571,TX,77571,77571,5.73,2018-2022,2020,Census
Zip Code Tabulation Area,76115,TX,76115,76115,5.7,2018-2022,2020,Census
Zip Code Tabulation Area,77507,TX,77507,77507,5.69,2018-2022,2020,Census
Zip Code Tabulation Area,77598,TX,77598,77598,5.69,2018-2022,2020,Census
Zip Code Tabulation Area,79529,TX,79529,79529,5.69,2018-2022,2020,Census
Zip Code Tabulation Area,76550,TX,76550,76550,5.68,2018-2022,2020,Census
Zip Code Tabulation Area,75961,TX,75961,75961,5.67,2018-2022,2020,Census
